Component, Timestamp, rss, Heap total, Heap used, External
./KalmanFilter.js,1530743324461,66920448,58531840,36342888,37829913
../ETL/SenMLParse.js,1530743324662,68378624,59121664,37805496,37858225
./SimpleLinearRegression.js,1530743324775,68042752,59056128,37166544,37856158
./Plot.js,1530743325004,76668928,63315968,36940256,36255573
../ETL/ETLSenMLSpout.js,1530743325017,75579392,61218816,35598544,36777500
./DistinctApproxCount.js,1530743325164,68128768,60694528,37984896,37148525
./Accumulator.js,1530743325175,67960832,59056128,35036552,37854723
./BlockWindowAverage.js,1530743325437,67751936,60694528,37037840,37209534
./KalmanFilter.js,1530743325563,66973696,58531840,36398312,37830511
../ETL/SenMLParse.js,1530743325649,68452352,59121664,37876720,37859429
./SimpleLinearRegression.js,1530743325769,68100096,59056128,37220280,37856772
./Plot.js,1530743326028,76713984,63315968,36980144,36255674
../ETL/ETLSenMLSpout.js,1530743326044,75632640,61218816,35650472,36777601
./DistinctApproxCount.js,1530743326190,68214784,60694528,38047088,37149125
./Accumulator.js,1530743326192,68014080,59056128,35086752,37855024
./BlockWindowAverage.js,1530743326522,67796992,60694528,37082392,37210134
./KalmanFilter.js,1530743326660,67031040,58531840,36452872,37831111
../ETL/SenMLParse.js,1530743326740,68526080,59121664,37949560,37860635
./SimpleLinearRegression.js,1530743326878,55853056,43327488,32048488,36759472
./Plot.js,1530743327078,76754944,63315968,37019384,36255775
../ETL/ETLSenMLSpout.js,1530743327123,56819712,36511744,32561840,36777702
./DistinctApproxCount.js,1530743327316,56094720,43327488,31896600,36860033
./Accumulator.js,1530743327331,59424768,43851776,31724112,36329361
./BlockWindowAverage.js,1530743327667,55300096,42803200,31836208,36857833
./KalmanFilter.js,1530743327696,55218176,43851776,31820768,36647281
../ETL/SenMLParse.js,1530743327760,55803904,43851776,32110936,36791568
./SimpleLinearRegression.js,1530743327883,54599680,35463168,31086048,36242543
./Plot.js,1530743328111,76795904,63315968,37060664,36255876
../ETL/ETLSenMLSpout.js,1530743328133,55787520,35987456,31973488,36307563
./DistinctApproxCount.js,1530743328466,54423552,34938880,31110192,36242526
./Accumulator.js,1530743328489,66088960,36511744,31326672,36242227
./BlockWindowAverage.js,1530743328641,53846016,34938880,30813104,36242525
./KalmanFilter.js,1530743328717,53915648,35463168,30813152,36242526
../ETL/SenMLParse.js,1530743328914,54419456,35463168,31153752,36244236
./SimpleLinearRegression.js,1530743328992,54681600,35463168,31169880,36243674
./Plot.js,1530743329053,59613184,39657472,33328088,36256754
../ETL/ETLSenMLSpout.js,1530743329086,55840768,35987456,32027544,36307664
./Accumulator.js,1530743329251,66179072,36511744,31404624,36242528
./DistinctApproxCount.js,1530743329391,54501376,34938880,31188104,36243125
./BlockWindowAverage.js,1530743329628,53899264,34938880,30869368,36243124
./KalmanFilter.js,1530743329736,53977088,35463168,30879856,36243125
../ETL/SenMLParse.js,1530743329783,54460416,35463168,31195512,36244337
./SimpleLinearRegression.js,1530743329906,54722560,35463168,31208768,36243775
../ETL/ETLSenMLSpout.js,1530743330057,55889920,35987456,32079272,36307765
./Plot.js,1530743330061,62468096,38084608,32892800,36242804
./Accumulator.js,1530743330280,66232320,36511744,31458072,36242902
./DistinctApproxCount.js,1530743330318,54562816,34938880,31249504,36243724
./BlockWindowAverage.js,1530743330659,53968896,34938880,30942176,36243724
./KalmanFilter.js,1530743330675,54034432,35463168,30936392,36243724
../ETL/SenMLParse.js,1530743330758,54530048,35463168,31267008,36245542
./SimpleLinearRegression.js,1530743330888,54792192,35463168,31262680,36244391
./Plot.js,1530743331108,62509056,38084608,32936272,36242905
../ETL/ETLSenMLSpout.js,1530743331111,55947264,35987456,32132456,36307866
./DistinctApproxCount.js,1530743331314,54628352,34938880,31311184,36244323
./Accumulator.js,1530743331354,66277376,36511744,31506336,36243203
./BlockWindowAverage.js,1530743331599,54018048,34938880,30986808,36244323
./KalmanFilter.js,1530743331702,54087680,35463168,30991272,36244323
../ETL/SenMLParse.js,1530743331784,54624256,35463168,31339592,36246747
./SimpleLinearRegression.js,1530743331878,54849536,35463168,31316400,36245007
./Plot.js,1530743332144,62550016,38084608,32977392,36243006
../ETL/ETLSenMLSpout.js,1530743332157,56000512,35987456,32184832,36307967
./DistinctApproxCount.js,1530743332344,54685696,34938880,31371400,36244924
./Accumulator.js,1530743332398,66326528,36511744,31554136,36243504
./BlockWindowAverage.js,1530743332548,54071296,34938880,31031376,36244924
./KalmanFilter.js,1530743332688,54149120,35463168,31045656,36244924
../ETL/SenMLParse.js,1530743332757,54693888,35463168,31410264,36247954
./SimpleLinearRegression.js,1530743332906,54906880,35463168,31369960,36245623
../ETL/ETLSenMLSpout.js,1530743333136,56053760,35987456,32236320,36308068
./Plot.js,1530743333148,62595072,38084608,33017360,36243107
./Accumulator.js,1530743333397,66375680,36511744,31601896,36243805
./DistinctApproxCount.js,1530743333462,54747136,34938880,31432000,36245523
./BlockWindowAverage.js,1530743333730,54116352,34938880,31075872,36245523
../ETL/SenMLParse.js,1530743333854,54763520,35463168,31480840,36249159
./KalmanFilter.js,1530743333856,54210560,35463168,31100256,36245523
./SimpleLinearRegression.js,1530743333994,54976512,35463168,31440488,36246754
../ETL/ETLSenMLSpout.js,1530743334132,56102912,35987456,32287664,36308169
./Plot.js,1530743334137,62660608,38084608,33087144,36243959
./Accumulator.js,1530743334301,66441216,36511744,31668128,36244106
./DistinctApproxCount.js,1530743334368,54808576,34938880,31493536,36246124
./KalmanFilter.js,1530743334644,54263808,35463168,31155976,36246124
./BlockWindowAverage.js,1530743334645,54161408,34938880,31122344,36246124
../ETL/SenMLParse.js,1530743334779,54837248,35463168,31552320,36250366
./SimpleLinearRegression.js,1530743334907,55017472,35463168,31479432,36246855
../ETL/ETLSenMLSpout.js,1530743335157,56156160,35987456,32340792,36308270
./Plot.js,1530743335156,62701568,38084608,33127064,36244060
./Accumulator.js,1530743335371,66490368,36511744,31718552,36244407
./DistinctApproxCount.js,1530743335398,54874112,34938880,31555880,36246723
./BlockWindowAverage.js,1530743335724,54276096,34938880,31166856,36246723
./KalmanFilter.js,1530743335802,54321152,35463168,31210536,36246723
../ETL/SenMLParse.js,1530743335821,54902784,35463168,31623144,36251571
./SimpleLinearRegression.js,1530743335942,55078912,35463168,31534128,36247469
../ETL/ETLSenMLSpout.js,1530743336172,56209408,35987456,32392424,36308371
./Plot.js,1530743336172,62742528,38084608,33166984,36244161
./Accumulator.js,1530743336375,66535424,36511744,31766448,36244708
./DistinctApproxCount.js,1530743336423,54935552,34938880,31618232,36247325
./BlockWindowAverage.js,1530743336695,54329344,34938880,31211376,36247325
./KalmanFilter.js,1530743336746,54374400,35463168,31266008,36247325
../ETL/SenMLParse.js,1530743336830,54972416,35463168,31693528,36252779
./SimpleLinearRegression.js,1530743336943,55128064,35463168,31587960,36248086
./Plot.js,1530743337176,62779392,38084608,33205872,36244262
../ETL/ETLSenMLSpout.js,1530743337185,56254464,35987456,32443872,36308472
./Accumulator.js,1530743337361,66584576,36511744,31816104,36245008
./DistinctApproxCount.js,1530743337362,55001088,34938880,31678848,36247928
./KalmanFilter.js,1530743337728,54427648,35463168,31320992,36247928
./BlockWindowAverage.js,1530743337734,54382592,34938880,31255936,36247928
../ETL/SenMLParse.js,1530743337804,55046144,35463168,31764256,36253988
./SimpleLinearRegression.js,1530743337948,55185408,35463168,31642744,36248705
./Plot.js,1530743338174,62820352,38084608,33244808,36244363
../ETL/ETLSenMLSpout.js,1530743338181,56307712,35987456,32496248,36308573
./Accumulator.js,1530743338372,66633728,36511744,31864856,36245309
./DistinctApproxCount.js,1530743338374,55062528,34938880,31740992,36248527
./BlockWindowAverage.js,1530743338656,54423552,34938880,31300560,36248527
./KalmanFilter.js,1530743338786,54480896,35463168,31377320,36248527
../ETL/SenMLParse.js,1530743338802,55115776,35463168,31834936,36255193
./SimpleLinearRegression.js,1530743338958,55242752,35463168,31696272,36249320
./Plot.js,1530743339165,62885888,38084608,33311088,36245278
../ETL/ETLSenMLSpout.js,1530743339177,56360960,35987456,32548768,36308674
./Accumulator.js,1530743339389,66695168,36511744,31930288,36245610
./DistinctApproxCount.js,1530743339421,55160832,34938880,31833400,36249128
./BlockWindowAverage.js,1530743339713,54480896,34938880,31345056,36249128
./KalmanFilter.js,1530743339755,54534144,35463168,31431856,36249128
../ETL/SenMLParse.js,1530743339850,55185408,35463168,31906496,36256400
./SimpleLinearRegression.js,1530743339968,55300096,35463168,31750232,36249937
./Plot.js,1530743340209,62922752,38084608,33349976,36245379
../ETL/ETLSenMLSpout.js,1530743340214,56414208,35987456,32602096,36308775
./DistinctApproxCount.js,1530743340407,55222272,34938880,31893160,36249730
./Accumulator.js,1530743340408,66744320,36511744,31979400,36245910
./KalmanFilter.js,1530743340694,54599680,35463168,31486496,36249730
./BlockWindowAverage.js,1530743340695,54534144,34938880,31389592,36249730
../ETL/SenMLParse.js,1530743340806,55263232,35463168,31978808,36257608
./SimpleLinearRegression.js,1530743340968,55353344,35463168,31803760,36250554
./Plot.js,1530743341231,62959616,38084608,33391168,36245480
../ETL/ETLSenMLSpout.js,1530743341232,56463360,35987456,32654328,36308876
./DistinctApproxCount.js,1530743341410,55283712,34938880,31952856,36250331
./Accumulator.js,1530743341421,66801664,36511744,32034072,36246284
./BlockWindowAverage.js,1530743341668,54587392,34938880,31444264,36250331
./KalmanFilter.js,1530743341730,54657024,35463168,31541080,36250331
../ETL/SenMLParse.js,1530743341858,55332864,35463168,32049624,36258815
./SimpleLinearRegression.js,1530743341982,55406592,35463168,31857472,36251171
../ETL/ETLSenMLSpout.js,1530743342241,56516608,35987456,32707896,36308977
./Plot.js,1530743342249,63000576,38084608,33430112,36245581
./DistinctApproxCount.js,1530743342487,55345152,34938880,32012616,36250933
./Accumulator.js,1530743342513,66850816,36511744,32082880,36246585
./BlockWindowAverage.js,1530743342644,54640640,34938880,31490672,36250933
./KalmanFilter.js,1530743342808,54710272,35463168,31596520,36250933
../ETL/SenMLParse.js,1530743342881,54243328,35463168,31194912,36241927
./SimpleLinearRegression.js,1530743343005,55459840,35463168,31911280,36251789
./Plot.js,1530743343240,63066112,38084608,33495776,36246432
../ETL/ETLSenMLSpout.js,1530743343248,56569856,35987456,32759144,36309078
./DistinctApproxCount.js,1530743343449,55402496,34938880,32072560,36251534
./Accumulator.js,1530743343487,66912256,36511744,32147768,36246886
./BlockWindowAverage.js,1530743343890,54685696,34938880,31535224,36251534
./KalmanFilter.js,1530743343905,54767616,35463168,31651336,36251534
../ETL/SenMLParse.js,1530743343938,54321152,35463168,31267368,36243134
./SimpleLinearRegression.js,1530743344056,55525376,35463168,31979616,36252919
./Plot.js,1530743344201,63102976,38084608,33535696,36246533
../ETL/ETLSenMLSpout.js,1530743344212,56623104,35987456,32811520,36309179
./Accumulator.js,1530743344441,66969600,36511744,32197688,36247187
./DistinctApproxCount.js,1530743344479,55463936,34938880,32132072,36252133
./BlockWindowAverage.js,1530743344824,54730752,34938880,31579720,36252133
./KalmanFilter.js,1530743344871,54820864,35463168,31705760,36252133
../ETL/SenMLParse.js,1530743344902,54390784,35463168,31340008,36244339
./SimpleLinearRegression.js,1530743345022,55566336,35463168,32018560,36253020
./Plot.js,1530743345271,63143936,38084608,33574632,36246634
../ETL/ETLSenMLSpout.js,1530743345272,56672256,35987456,32863008,36309280
./DistinctApproxCount.js,1530743345464,54321152,34938880,31271768,36242426
./Accumulator.js,1530743345473,67022848,36511744,32245968,36247488
./BlockWindowAverage.js,1530743345784,54775808,34938880,31624272,36252733
./KalmanFilter.js,1530743345818,54874112,35463168,31760296,36252733
../ETL/SenMLParse.js,1530743345899,54468608,35463168,31412472,36245545
./SimpleLinearRegression.js,1530743346030,55623680,35463168,32073512,36253635
../ETL/ETLSenMLSpout.js,1530743346271,56725504,35987456,32914400,36309381
./Plot.js,1530743346281,63184896,38084608,33615464,36246735
./DistinctApproxCount.js,1530743346536,54386688,34938880,31331536,36243029
./Accumulator.js,1530743346536,67072000,36511744,32294728,36247789
./BlockWindowAverage.js,1530743346781,54820864,34938880,31668840,36253336
./KalmanFilter.js,1530743346881,54038528,35987456,30905472,36241927
../ETL/SenMLParse.js,1530743346921,54542336,35463168,31482864,36246754
./SimpleLinearRegression.js,1530743347037,54792192,35987456,31230128,36242444
../ETL/ETLSenMLSpout.js,1530743347273,55545856,35987456,32061248,36307462
./Plot.js,1530743347283,63221760,38084608,33655384,36246836
./DistinctApproxCount.js,1530743347524,54444032,34938880,31391232,36243628
./Accumulator.js,1530743347523,54591488,37036032,31445840,36241927
./BlockWindowAverage.js,1530743347787,54870016,34938880,31713336,36253935
./KalmanFilter.js,1530743347823,54095872,35987456,30961048,36242526
../ETL/SenMLParse.js,1530743347926,54616064,35463168,31553680,36247959
./SimpleLinearRegression.js,1530743348053,54849536,35987456,31283848,36243059
../ETL/ETLSenMLSpout.js,1530743348306,55619584,35987456,32114816,36307563
./Plot.js,1530743348317,63291392,38084608,33722144,36247715
./DistinctApproxCount.js,1530743348567,54505472,34938880,31452936,36244231
./Accumulator.js,1530743348583,54665216,37036032,31509384,36242228
./BlockWindowAverage.js,1530743348804,54919168,34938880,31758928,36254538
./KalmanFilter.js,1530743348940,54411264,35987456,31277688,36243129
../ETL/SenMLParse.js,1530743348968,54689792,35463168,31624184,36249168
./SimpleLinearRegression.js,1530743349079,54902784,35987456,31337624,36243677
../ETL/ETLSenMLSpout.js,1530743349292,55672832,35987456,32167096,36307664
./Plot.js,1530743349298,63332352,38084608,33762120,36247816
./DistinctApproxCount.js,1530743349476,54566912,34938880,31513864,36244830
./Accumulator.js,1530743349529,54714368,37036032,31558408,36242529
./BlockWindowAverage.js,1530743349699,54964224,34938880,31803472,36255137
./KalmanFilter.js,1530743349824,54468608,35987456,31333528,36243728
../ETL/SenMLParse.js,1530743349944,54759424,35463168,31694752,36250373
./SimpleLinearRegression.js,1530743350072,54956032,35987456,31391328,36244291
./Plot.js,1530743350312,63373312,38084608,33801016,36247917
../ETL/ETLSenMLSpout.js,1530743350325,55726080,35987456,32220424,36307765
./DistinctApproxCount.js,1530743350498,54628352,34938880,31575352,36245431
./Accumulator.js,1530743350508,54763520,37036032,31607672,36242830
./BlockWindowAverage.js,1530743350715,54128640,34938880,30973928,36241927
./KalmanFilter.js,1530743350895,54521856,35987456,31387968,36244329
../ETL/SenMLParse.js,1530743350929,54833152,35463168,31765384,36251580
./SimpleLinearRegression.js,1530743351080,55013376,35987456,31445936,36244908
./Plot.js,1530743351347,63410176,38084608,33839952,36248018
../ETL/ETLSenMLSpout.js,1530743351348,55775232,35987456,32272952,36307866
./DistinctApproxCount.js,1530743351529,54689792,34938880,31636376,36246033
./Accumulator.js,1530743351553,54812672,37036032,31655392,36243131
./BlockWindowAverage.js,1530743351870,54177792,34938880,31020376,36242529
./KalmanFilter.js,1530743351911,54575104,35987456,31442520,36244931
../ETL/SenMLParse.js,1530743351979,54910976,35463168,31837888,36252788
./SimpleLinearRegression.js,1530743352102,55066624,35987456,31499904,36245526
../ETL/ETLSenMLSpout.js,1530743352357,55828480,35987456,32325376,36307967
./Plot.js,1530743352361,63451136,38084608,33879928,36248119
./DistinctApproxCount.js,1530743352551,54755328,34938880,31696184,36246636
./Accumulator.js,1530743352586,54865920,37036032,31709520,36243504
./BlockWindowAverage.js,1530743352903,54231040,34938880,31073936,36243132
./KalmanFilter.js,1530743352957,54628352,35987456,31497176,36245534
../ETL/SenMLParse.js,1530743353001,54980608,35463168,31908336,36253997
./SimpleLinearRegression.js,1530743353116,55119872,35987456,31553552,36246145
../ETL/ETLSenMLSpout.js,1530743353337,55881728,35987456,32378560,36308068
./Plot.js,1530743353356,56672256,38084608,33070712,36242676
./DistinctApproxCount.js,1530743353575,54812672,34938880,31755840,36247234
./Accumulator.js,1530743353610,54931456,37036032,31773504,36243805
./BlockWindowAverage.js,1530743353777,54276096,34938880,31118440,36243730
./KalmanFilter.js,1530743353917,54685696,35987456,31552744,36246132
../ETL/SenMLParse.js,1530743354010,55050240,35463168,31980136,36255201
./SimpleLinearRegression.js,1530743354129,55169024,35987456,31607312,36246760
../ETL/ETLSenMLSpout.js,1530743354354,55934976,35987456,32432088,36308169
./Plot.js,1530743354356,56713216,38084608,33111544,36242777
./Accumulator.js,1530743354555,54976512,37036032,31822720,36244105
./DistinctApproxCount.js,1530743354593,54874112,34938880,31817528,36247835
./BlockWindowAverage.js,1530743354966,54325248,34938880,31164008,36244331
./KalmanFilter.js,1530743355065,54734848,35987456,31608288,36246733
../ETL/SenMLParse.js,1530743355074,55128064,35463168,32051592,36256408
./SimpleLinearRegression.js,1530743355189,55238656,35987456,31677800,36247892
./Plot.js,1530743355319,56750080,38084608,33150480,36242878
../ETL/ETLSenMLSpout.js,1530743355331,55984128,35987456,32483368,36308270
./Accumulator.js,1530743355551,55025664,37036032,31870608,36244406
./DistinctApproxCount.js,1530743355585,54939648,34938880,31879408,36248434
./BlockWindowAverage.js,1530743355870,54366208,34938880,31208504,36244930
./KalmanFilter.js,1530743355937,54792192,35987456,31663080,36247332
../ETL/SenMLParse.js,1530743355998,54345728,35463168,31270912,36241927
./SimpleLinearRegression.js,1530743356137,55275520,35987456,31716736,36247993
./Plot.js,1530743356406,56791040,38084608,33191360,36242979
../ETL/ETLSenMLSpout.js,1530743356408,56033280,35987456,32534760,36308371
./Accumulator.js,1530743356605,55074816,37036032,31919360,36244707
./DistinctApproxCount.js,1530743356608,55001088,34938880,31940904,36249035
./BlockWindowAverage.js,1530743357010,54411264,34938880,31254088,36245531
./KalmanFilter.js,1530743357023,54845440,35987456,31717520,36247933
../ETL/SenMLParse.js,1530743357053,54415360,35463168,31341584,36243134
./SimpleLinearRegression.js,1530743357171,55332864,35987456,31770264,36248610
../ETL/ETLSenMLSpout.js,1530743357391,56086528,35987456,32586208,36308472
./Plot.js,1530743357391,56832000,38084608,33230256,36243080
./Accumulator.js,1530743357596,55123968,37036032,31967128,36245008
./DistinctApproxCount.js,1530743357596,55062528,34938880,32000856,36249637
./BlockWindowAverage.js,1530743357946,54456320,34938880,31298648,36246133
./KalmanFilter.js,1530743358070,54898688,35987456,31772112,36248535
../ETL/SenMLParse.js,1530743358081,54489088,35463168,31412112,36244342
./SimpleLinearRegression.js,1530743358228,55406592,35987456,31838808,36249741
../ETL/ETLSenMLSpout.js,1530743358401,56135680,35987456,32638576,36308573
./Plot.js,1530743358403,56893440,38084608,33294808,36243958
./Accumulator.js,1530743358624,55185408,37036032,32031416,36245308
./DistinctApproxCount.js,1530743358626,55128064,34938880,32062552,36250236
./BlockWindowAverage.js,1530743358980,54501376,34938880,31344216,36246732
./KalmanFilter.js,1530743359001,54956032,35987456,31827792,36249134
../ETL/SenMLParse.js,1530743359083,54558720,35463168,31482536,36245547
./SimpleLinearRegression.js,1530743359205,55447552,35987456,31877696,36249842
../ETL/ETLSenMLSpout.js,1530743359363,56188928,35987456,32691752,36308674
./Plot.js,1530743359369,56938496,38084608,33335640,36244059
./DistinctApproxCount.js,1530743359572,55193600,34938880,32124184,36250837
./Accumulator.js,1530743359593,55234560,37036032,32079592,36245608
./BlockWindowAverage.js,1530743359905,54542336,34938880,31388752,36247333
./KalmanFilter.js,1530743359937,55009280,35987456,31882368,36249735
../ETL/SenMLParse.js,1530743360038,54632448,35463168,31553360,36246754
./SimpleLinearRegression.js,1530743360176,55500800,35987456,31931408,36250458
../ETL/ETLSenMLSpout.js,1530743360411,56242176,35987456,32743488,36308775
./Plot.js,1530743360412,56987648,38084608,33374544,36244160
./Accumulator.js,1530743360630,55283712,37036032,32128520,36245910
./DistinctApproxCount.js,1530743360644,54423552,34938880,31353368,36242430
./BlockWindowAverage.js,1530743360986,54587392,34938880,31433272,36247937
./KalmanFilter.js,1530743361023,55062528,35987456,31936928,36250339
../ETL/SenMLParse.js,1530743361061,54702080,35463168,31623904,36247964
./SimpleLinearRegression.js,1530743361199,55554048,35987456,31985320,36251078
../ETL/ETLSenMLSpout.js,1530743361444,56295424,35987456,32796616,36308876
./Plot.js,1530743361446,57024512,38084608,33413432,36244261
./DistinctApproxCount.js,1530743361709,54484992,34938880,31415248,36243032
./Accumulator.js,1530743361720,55332864,37036032,32178224,36246211
./BlockWindowAverage.js,1530743361965,54632448,34938880,31477760,36248539
./KalmanFilter.js,1530743362038,55123968,35987456,31991760,36250941
../ETL/SenMLParse.js,1530743362116,54767616,35463168,31694528,36249172
./SimpleLinearRegression.js,1530743362277,55619584,35987456,32053656,36252211
../ETL/ETLSenMLSpout.js,1530743362428,56348672,35987456,32849888,36308977
./Plot.js,1530743362431,57065472,38084608,33454256,36244362
./Accumulator.js,1530743362656,55382016,37036032,32226984,36246510
./DistinctApproxCount.js,1530743362709,54542336,34938880,31474760,36243633
./BlockWindowAverage.js,1530743362933,54456320,34938880,31524248,36249140
./KalmanFilter.js,1530743363079,55177216,35987456,32046160,36251542
../ETL/SenMLParse.js,1530743363110,54841344,35463168,31765160,36250379
./SimpleLinearRegression.js,1530743363217,54861824,35987456,31279280,36241927
./Plot.js,1530743363437,57135104,38084608,33522512,36245247
../ETL/ETLSenMLSpout.js,1530743363462,56397824,35987456,32902360,36309078
./Accumulator.js,1530743363677,55451648,37036032,32295240,36246881
./DistinctApproxCount.js,1530743363688,54603776,34938880,31534704,36244235
./BlockWindowAverage.js,1530743363929,54534144,34938880,31579696,36249742
./KalmanFilter.js,1530743363995,54484992,36511744,31286208,36241927
../ETL/SenMLParse.js,1530743364035,54910976,35463168,31835680,36251587
./SimpleLinearRegression.js,1530743364212,54919168,35987456,31333184,36242545
./Plot.js,1530743364465,57171968,38084608,33561448,36245348
../ETL/ETLSenMLSpout.js,1530743364468,55705600,35987456,32145344,36307361
./DistinctApproxCount.js,1530743364682,54665216,34938880,31596400,36244836
./Accumulator.js,1530743364707,54710272,37036032,31544704,36241927
./KalmanFilter.js,1530743364934,54542336,36511744,31340856,36242528
./BlockWindowAverage.js,1530743364994,54579200,34938880,31625288,36250343
../ETL/SenMLParse.js,1530743365055,54980608,35463168,31906056,36252794
./SimpleLinearRegression.js,1530743365224,54972416,35987456,31386752,36243162
./Plot.js,1530743365509,57208832,38084608,33600392,36245449
../ETL/ETLSenMLSpout.js,1530743365523,55758848,35987456,32197624,36307462
./DistinctApproxCount.js,1530743365751,54722560,34938880,31656048,36245438
./Accumulator.js,1530743365754,54759424,37036032,31594368,36242228
./BlockWindowAverage.js,1530743365898,54624256,34938880,31671768,36250945
./KalmanFilter.js,1530743365975,54595584,36511744,31395440,36243130
../ETL/SenMLParse.js,1530743366089,55054336,35463168,31978760,36254002
./SimpleLinearRegression.js,1530743366232,55025664,35987456,31440472,36243779
../ETL/ETLSenMLSpout.js,1530743366503,55808000,35987456,32250296,36307563
./Plot.js,1530743366507,57249792,38084608,33641272,36245550
./Accumulator.js,1530743366721,54808576,37036032,31643168,36242529
./DistinctApproxCount.js,1530743366727,54788096,34938880,31715848,36246037
./BlockWindowAverage.js,1530743367004,54669312,34938880,31716280,36251544
./KalmanFilter.js,1530743367078,54648832,36511744,31449840,36243729
../ETL/SenMLParse.js,1530743367108,55123968,35463168,32050168,36255207
./SimpleLinearRegression.js,1530743367229,55083008,35987456,31494248,36244394
../ETL/ETLSenMLSpout.js,1530743367531,55861248,35987456,32302528,36307664
./Plot.js,1530743367601,57319424,38084608,33707560,36246427
./DistinctApproxCount.js,1530743367724,54845440,34938880,31775800,36246636
./Accumulator.js,1530743367732,54870016,37036032,31708304,36242830
./BlockWindowAverage.js,1530743367996,54714368,34938880,31761816,36252143
./KalmanFilter.js,1530743368054,54702080,36511744,31504624,36244328
../ETL/SenMLParse.js,1530743368116,55197696,35463168,32122624,36256412
./SimpleLinearRegression.js,1530743368258,55136256,35987456,31547912,36245010
../ETL/ETLSenMLSpout.js,1530743368507,55914496,35987456,32353864,36307765
./Plot.js,1530743368516,57360384,38084608,33748432,36246528
./DistinctApproxCount.js,1530743368687,54906880,34938880,31835312,36247235
./Accumulator.js,1530743368712,54919168,37036032,31756296,36243131
./KalmanFilter.js,1530743369056,54734848,36511744,31559064,36244927
./BlockWindowAverage.js,1530743369083,54734848,34938880,31806352,36252742
../ETL/SenMLParse.js,1530743369125,55242752,35463168,32195184,36257617
./SimpleLinearRegression.js,1530743369263,55156736,35987456,31601480,36245626
../ETL/ETLSenMLSpout.js,1530743369534,55939072,35987456,32407288,36307866
./Plot.js,1530743369542,57376768,38084608,33787328,36246629
./DistinctApproxCount.js,1530743369758,54943744,34938880,31895256,36247835
./Accumulator.js,1530743369809,54943744,37036032,31805608,36243432
./BlockWindowAverage.js,1530743370029,54087680,34938880,31073568,36241927
../ETL/SenMLParse.js,1530743370116,54448128,35463168,31391936,36243032
./KalmanFilter.js,1530743370123,54788096,36511744,31613608,36245527
./SimpleLinearRegression.js,1530743370273,55209984,35987456,31655448,36246242
../ETL/ETLSenMLSpout.js,1530743370546,55992320,35987456,32458632,36307967
./Plot.js,1530743370548,57417728,38084608,33826264,36246730
./DistinctApproxCount.js,1530743370775,55005184,34938880,31956952,36248436
./Accumulator.js,1530743370791,54992896,37036032,31855320,36243733
./BlockWindowAverage.js,1530743370946,54132736,34938880,31118104,36242528
./KalmanFilter.js,1530743371021,54841344,36511744,31668248,36246128
