Component, Timestamp, rss, Heap total, Heap used, External
../ETL/SenMLParse.js,1530743371128,54517760,35463168,31462320,36244239
./SimpleLinearRegression.js,1530743371288,55259136,35987456,31710080,36246860
../ETL/ETLSenMLSpout.js,1530743371554,56045568,35987456,32510856,36308068
./Plot.js,1530743371564,57458688,38084608,33866240,36246831
./DistinctApproxCount.js,1530743371771,55066624,34938880,32018536,36249038
./Accumulator.js,1530743371807,55046144,37036032,31904080,36244034
./BlockWindowAverage.js,1530743372117,54177792,34938880,31162648,36243130
../ETL/SenMLParse.js,1530743372142,54587392,35463168,31533088,36245447
./KalmanFilter.js,1530743372143,54894592,36511744,31722936,36246730
./SimpleLinearRegression.js,1530743372295,55312384,35987456,31763800,36247476
../ETL/ETLSenMLSpout.js,1530743372578,56090624,35987456,32562480,36308169
./Plot.js,1530743372597,56786944,38084608,33191560,36242704
./DistinctApproxCount.js,1530743372743,55128064,34938880,32078336,36249640
./Accumulator.js,1530743372782,55107584,37036032,31967096,36244335
./BlockWindowAverage.js,1530743373041,54222848,34938880,31209080,36243732
./KalmanFilter.js,1530743373144,54947840,36511744,31777344,36247332
../ETL/SenMLParse.js,1530743373160,54661120,35463168,31605448,36246655
./SimpleLinearRegression.js,1530743373303,55365632,35987456,31817576,36248094
../ETL/ETLSenMLSpout.js,1530743373577,56143872,35987456,32613720,36308270
./Plot.js,1530743373608,56827904,38084608,33232392,36242805
./DistinctApproxCount.js,1530743373805,55185408,34938880,32138240,36250241
./Accumulator.js,1530743373860,55156736,37036032,32016976,36244636
./BlockWindowAverage.js,1530743374016,54272000,34938880,31253568,36244333
./KalmanFilter.js,1530743374091,55001088,36511744,31832128,36247933
../ETL/SenMLParse.js,1530743374201,54730752,35463168,31675976,36247862
./SimpleLinearRegression.js,1530743374299,55418880,35987456,31871288,36248711
../ETL/ETLSenMLSpout.js,1530743374594,56193024,35987456,32665064,36308371
./Plot.js,1530743374684,56864768,38084608,33273264,36242906
./Accumulator.js,1530743374816,55209984,37036032,32069616,36245007
./DistinctApproxCount.js,1530743374873,55250944,34938880,32199680,36250840
./BlockWindowAverage.js,1530743375103,54591488,34938880,31569024,36244932
./KalmanFilter.js,1530743375236,55058432,36511744,31888440,36248532
../ETL/SenMLParse.js,1530743375237,54800384,35463168,31747632,36249067
./SimpleLinearRegression.js,1530743375339,55472128,35987456,31924808,36249325
../ETL/ETLSenMLSpout.js,1530743375603,56246272,35987456,32718440,36308472
./Plot.js,1530743375644,56905728,38084608,33314144,36243007
./DistinctApproxCount.js,1530743375849,54480896,35463168,31410488,36241826
./Accumulator.js,1530743375913,55259136,37036032,32119280,36245308
./BlockWindowAverage.js,1530743376092,54640640,34938880,31615480,36245533
./KalmanFilter.js,1530743376172,55111680,36511744,31943024,36249133
../ETL/SenMLParse.js,1530743376199,54870016,35463168,31818184,36250274
./SimpleLinearRegression.js,1530743376331,55525376,35987456,31978768,36249942
../ETL/ETLSenMLSpout.js,1530743376604,56299520,35987456,32769824,36308573
./Plot.js,1530743376619,56946688,38084608,33353088,36243108
./DistinctApproxCount.js,1530743376861,54546432,35463168,31470248,36242425
./Accumulator.js,1530743376860,55308288,37036032,32168080,36245608
./BlockWindowAverage.js,1530743377164,54685696,34938880,31661040,36246132
./KalmanFilter.js,1530743377215,55164928,36511744,31997672,36249732
../ETL/SenMLParse.js,1530743377253,54939648,35463168,31888560,36251479
./SimpleLinearRegression.js,1530743377368,55578624,35987456,32032296,36250558
../ETL/ETLSenMLSpout.js,1530743377604,56352768,35987456,32822960,36308674
./Plot.js,1530743377635,57012224,38084608,33419032,36243956
./DistinctApproxCount.js,1530743377850,54607872,35463168,31531832,36243024
./Accumulator.js,1530743377911,55369728,37036032,32233552,36245909
./BlockWindowAverage.js,1530743378003,54730752,34938880,31707592,36246731
./KalmanFilter.js,1530743378201,55226368,36511744,32053240,36250331
../ETL/SenMLParse.js,1530743378223,55013376,35463168,31961264,36252684
./SimpleLinearRegression.js,1530743378342,55631872,35987456,32085960,36251174
../ETL/ETLSenMLSpout.js,1530743378644,56406016,35987456,32876480,36308775
./Plot.js,1530743378656,57049088,38084608,33457928,36244057
./Accumulator.js,1530743378890,55418880,37036032,32281688,36246210
./DistinctApproxCount.js,1530743378893,54669312,35463168,31593568,36243625
./BlockWindowAverage.js,1530743379080,54775808,34938880,31752072,36247332
./KalmanFilter.js,1530743379285,55279616,36511744,32107680,36250932
../ETL/SenMLParse.js,1530743379291,55087104,35463168,32032720,36253891
./SimpleLinearRegression.js,1530743379405,55730176,35987456,32145912,36251792
../ETL/ETLSenMLSpout.js,1530743379615,56582144,35987456,32933856,36308876
./Plot.js,1530743379631,57090048,38084608,33498752,36244158
./DistinctApproxCount.js,1530743379842,54820864,35463168,31659760,36244226
./Accumulator.js,1530743379856,55582720,37036032,32337648,36246510
./BlockWindowAverage.js,1530743380170,54927360,34938880,31802760,36247933
./KalmanFilter.js,1530743380217,55345152,36511744,32168608,36251533
../ETL/SenMLParse.js,1530743380264,55238656,35463168,32109384,36255098
./SimpleLinearRegression.js,1530743380387,55783424,35987456,32198704,36252410
../ETL/ETLSenMLSpout.js,1530743380690,56635392,35987456,32986304,36308977
./Plot.js,1530743380696,57126912,38084608,33539600,36244259
./DistinctApproxCount.js,1530743380907,54886400,35463168,31718392,36244825
./Accumulator.js,1530743380972,55631872,37036032,32384488,36246810
./BlockWindowAverage.js,1530743381110,54976512,34938880,31848352,36248532
./KalmanFilter.js,1530743381298,54575104,36511744,31393536,36241927
../ETL/SenMLParse.js,1530743381313,55308288,35463168,32179176,36256303
./SimpleLinearRegression.js,1530743381437,54689792,35987456,31419032,36242441
../ETL/ETLSenMLSpout.js,1530743381623,56688640,35987456,33038808,36309078
./Plot.js,1530743381640,57184256,38084608,33589992,36244362
./DistinctApproxCount.js,1530743381814,54943744,35463168,31777456,36245425
./Accumulator.js,1530743381867,55681024,37036032,32433264,36247111
./BlockWindowAverage.js,1530743382050,55017472,34938880,31893016,36249132
./KalmanFilter.js,1530743382179,54628352,36511744,31447248,36242527
../ETL/SenMLParse.js,1530743382213,55377920,35463168,32249856,36257509
./SimpleLinearRegression.js,1530743382386,54743040,35987456,31473144,36243057
../ETL/ETLSenMLSpout.js,1530743382703,55902208,36511744,32263480,36307364
./Plot.js,1530743382876,57249792,38084608,33656424,36245239
./DistinctApproxCount.js,1530743382963,54996992,35463168,31836336,36246024
./Accumulator.js,1530743383060,54919168,37036032,31667120,36242029
./BlockWindowAverage.js,1530743383122,55062528,34938880,31936624,36249731
./KalmanFilter.js,1530743383278,54685696,36511744,31502048,36243126
../ETL/SenMLParse.js,1530743383326,54579200,35463168,31446352,36241927
./SimpleLinearRegression.js,1530743383437,54796288,35987456,31525792,36243673
../ETL/ETLSenMLSpout.js,1530743383662,55955456,36511744,32314824,36307465
./Plot.js,1530743383686,57286656,38084608,33695360,36245340
./DistinctApproxCount.js,1530743383921,55058432,35463168,31896136,36246625
./Accumulator.js,1530743383960,54968320,37036032,31716360,36242330
./BlockWindowAverage.js,1530743384013,55111680,34938880,31980296,36250332
./KalmanFilter.js,1530743384274,54738944,36511744,31555704,36243727
../ETL/SenMLParse.js,1530743384305,54652928,35463168,31517320,36243134
./SimpleLinearRegression.js,1530743384420,54849536,35987456,31578624,36244290
../ETL/ETLSenMLSpout.js,1530743384697,56004608,36511744,32366608,36307566
./Plot.js,1530743384723,57327616,38084608,33734256,36245441
./DistinctApproxCount.js,1530743384917,55115776,35463168,31955056,36247224
./Accumulator.js,1530743384938,55017472,37036032,31765312,36242631
./BlockWindowAverage.js,1530743385010,55152640,34938880,32023928,36250931
./KalmanFilter.js,1530743385211,54792192,36511744,31609216,36244326
../ETL/SenMLParse.js,1530743385268,54722560,35463168,31586872,36244339
./SimpleLinearRegression.js,1530743385405,54906880,35987456,31631568,36244906
../ETL/ETLSenMLSpout.js,1530743386056,56053760,36511744,32416928,36307667
./Plot.js,1530743386078,57364480,38084608,33773192,36245542
./DistinctApproxCount.js,1530743386190,55177216,35463168,32014080,36247825
./Accumulator.js,1530743386269,55066624,37036032,31816640,36243019
./BlockWindowAverage.js,1530743386346,55205888,34938880,32077032,36251532
./KalmanFilter.js,1530743386422,54845440,36511744,31663168,36244927
../ETL/SenMLParse.js,1530743386465,54792192,35463168,31656520,36245546
./SimpleLinearRegression.js,1530743386586,54972416,35987456,31700024,36246038
../ETL/ETLSenMLSpout.js,1530743386693,56107008,36511744,32467432,36307768
./Plot.js,1530743386717,57430016,38084608,33839216,36246445
./DistinctApproxCount.js,1530743386984,55234560,35463168,32072752,36248425
./Accumulator.js,1530743387027,55128064,37036032,31879168,36243320
./BlockWindowAverage.js,1530743387177,55250944,34938880,32120656,36252132
../ETL/SenMLParse.js,1530743387337,54861824,35463168,31726264,36246752
./KalmanFilter.js,1530743387374,54898688,36511744,31718672,36245527
./SimpleLinearRegression.js,1530743387489,55009280,35987456,31738032,36246139
../ETL/ETLSenMLSpout.js,1530743387694,56160256,36511744,32519936,36307869
./Plot.js,1530743387742,57466880,38084608,33878104,36246546
./DistinctApproxCount.js,1530743387882,55291904,35463168,32132808,36249025
./Accumulator.js,1530743387960,55177216,37036032,31926232,36243621
./BlockWindowAverage.js,1530743388078,55291904,34938880,32164328,36252732
../ETL/SenMLParse.js,1530743388278,54931456,35463168,31797840,36247958
./KalmanFilter.js,1530743388283,54956032,36511744,31774272,36246127
./SimpleLinearRegression.js,1530743388447,55062528,35987456,31791112,36246755
../ETL/ETLSenMLSpout.js,1530743388734,56209408,36511744,32570392,36307970
./Plot.js,1530743388761,57507840,38084608,33918976,36246647
./Accumulator.js,1530743388967,55222272,37036032,31973624,36243923
./DistinctApproxCount.js,1530743388986,55353344,35463168,32191736,36249629
./BlockWindowAverage.js,1530743389140,55336960,34938880,32208016,36253336
../ETL/SenMLParse.js,1530743389355,54996992,35463168,31867424,36249168
./KalmanFilter.js,1530743389356,55005184,36511744,31829128,36246731
./SimpleLinearRegression.js,1530743389506,55111680,35987456,31843864,36247374
../ETL/ETLSenMLSpout.js,1530743389713,56258560,36511744,32622688,36308071
./Plot.js,1530743389770,57548800,38084608,33957872,36246748
./Accumulator.js,1530743389965,55271424,37036032,32021504,36244224
./DistinctApproxCount.js,1530743390013,55410688,35463168,32250512,36250230
./BlockWindowAverage.js,1530743390099,54595584,35463168,31453536,36241927
./KalmanFilter.js,1530743390353,55062528,36511744,31882792,36247332
../ETL/SenMLParse.js,1530743390384,55066624,35463168,31937368,36250375
./SimpleLinearRegression.js,1530743390506,55169024,35987456,31898592,36247991
../ETL/ETLSenMLSpout.js,1530743390692,56307712,36511744,32674472,36308172
./Plot.js,1530743390733,57585664,38084608,33996808,36246849
./DistinctApproxCount.js,1530743390931,55472128,35463168,32310464,36250829
./Accumulator.js,1530743390934,55312384,37036032,32068408,36244524
./BlockWindowAverage.js,1530743391050,54640640,35463168,31497144,36242526
../ETL/SenMLParse.js,1530743391331,55136256,35463168,32006872,36251580
./KalmanFilter.js,1530743391341,55115776,36511744,31936336,36247931
./SimpleLinearRegression.js,1530743391474,55218176,35987456,31951472,36248605
../ETL/ETLSenMLSpout.js,1530743391768,56360960,36511744,32725816,36308273
./Plot.js,1530743391795,56885248,38084608,33291984,36241926
./DistinctApproxCount.js,1530743392051,54693888,35463168,31531424,36241927
./Accumulator.js,1530743392057,55382016,37036032,32132728,36244825
./BlockWindowAverage.js,1530743392209,54681600,35463168,31540800,36243128
./KalmanFilter.js,1530743392414,55169024,36511744,31990296,36248533
../ETL/SenMLParse.js,1530743392423,55205888,35463168,32076512,36252788
./SimpleLinearRegression.js,1530743392566,55300096,35987456,32019920,36249736
../ETL/ETLSenMLSpout.js,1530743392821,56410112,36511744,32778256,36308374
./Plot.js,1530743392876,56926208,38084608,33332864,36242027
./DistinctApproxCount.js,1530743393131,54751232,35463168,31590056,36242527
./Accumulator.js,1530743393281,55431168,37036032,32179792,36245126
./BlockWindowAverage.js,1530743393444,54726656,35463168,31584432,36243728
./KalmanFilter.js,1530743393637,55238656,36511744,32060488,36249631
../ETL/SenMLParse.js,1530743393649,55308288,35463168,32178968,36255098
./SimpleLinearRegression.js,1530743393726,55353344,35987456,32074936,36250351
../ETL/ETLSenMLSpout.js,1530743393973,56320000,36511744,32830808,36308475
./Plot.js,1530743394051,56967168,38084608,33372840,36242128
./DistinctApproxCount.js,1530743394119,54808576,35463168,31650152,36243126
./Accumulator.js,1530743394411,55476224,37036032,32227136,36245427
./BlockWindowAverage.js,1530743394502,54771712,35463168,31629072,36244327
./KalmanFilter.js,1530743394631,55291904,36511744,32114296,36250230
../ETL/SenMLParse.js,1530743394733,55382016,35463168,32248472,36256303
./SimpleLinearRegression.js,1530743394865,55406592,35987456,32127584,36250966
./Plot.js,1530743395155,57004032,38084608,33411784,36242229
../ETL/ETLSenMLSpout.js,1530743395156,56389632,36511744,32881272,36308576
./DistinctApproxCount.js,1530743395195,54874112,35463168,31710064,36243725
./Accumulator.js,1530743395194,55521280,37036032,32273976,36245727
./BlockWindowAverage.js,1530743395307,54816768,35463168,31672696,36244926
./KalmanFilter.js,1530743395439,55332864,36511744,32152312,36250331
../ETL/SenMLParse.js,1530743395519,55418880,35463168,32286480,36256404
./SimpleLinearRegression.js,1530743395684,55459840,35987456,32180416,36251582
../ETL/ETLSenMLSpout.js,1530743395798,56442880,36511744,32931632,36308677
./Plot.js,1530743395804,57044992,38084608,33450680,36242330
./DistinctApproxCount.js,1530743396034,54931456,35463168,31768880,36244324
./Accumulator.js,1530743396063,55570432,37036032,32322800,36246028
./BlockWindowAverage.js,1530743396110,54870016,35463168,31718240,36245525
../ETL/SenMLParse.js,1530743396449,55488512,35463168,32356368,36257609
./KalmanFilter.js,1530743396449,55386112,36511744,32207952,36250930
./SimpleLinearRegression.js,1530743396569,55496704,35987456,32218480,36251683
../ETL/ETLSenMLSpout.js,1530743396796,56492032,36511744,32984280,36308778
./Plot.js,1530743396815,57114624,38084608,33518368,36243182
./DistinctApproxCount.js,1530743397014,54992896,35463168,31827760,36244923
./Accumulator.js,1530743397043,55640064,37036032,32389408,36246403
./BlockWindowAverage.js,1530743397103,54923264,35463168,31772536,36246124
./KalmanFilter.js,1530743397380,55439360,36511744,32261520,36251529
../ETL/SenMLParse.js,1530743397432,54689792,35463168,31556152,36243031
./SimpleLinearRegression.js,1530743397570,55549952,35987456,32271376,36252299
../ETL/ETLSenMLSpout.js,1530743397838,56545280,36511744,33036664,36308879
./Plot.js,1530743397853,57155584,38084608,33557312,36243283
./DistinctApproxCount.js,1530743398078,55050240,35463168,31888672,36245517
./Accumulator.js,1530743398092,55685120,37036032,32436664,36246706
./BlockWindowAverage.js,1530743398122,54964224,35463168,31816128,36246718
./KalmanFilter.js,1530743398461,54677504,36511744,31496160,36241927
../ETL/SenMLParse.js,1530743398464,54763520,35463168,31627856,36244231
./SimpleLinearRegression.js,1530743398586,54792192,35987456,31509536,36241927
../ETL/ETLSenMLSpout.js,1530743398811,56598528,36511744,33089240,36308980
./Plot.js,1530743398874,57196544,38084608,33598144,36243384
./DistinctApproxCount.js,1530743398994,55107584,35463168,31949296,36246113
./Accumulator.js,1530743399077,55734272,37036032,32485664,36247009
./BlockWindowAverage.js,1530743399336,55005184,35463168,31860816,36247314
../ETL/SenMLParse.js,1530743399464,54833152,35463168,31697696,36245433
./KalmanFilter.js,1530743399466,54730752,36511744,31549688,36242523
./SimpleLinearRegression.js,1530743399582,54845440,35987456,31563192,36242541
../ETL/ETLSenMLSpout.js,1530743399848,56651776,36511744,33140888,36309081
./Plot.js,1530743399887,57233408,38084608,33637080,36243485
./DistinctApproxCount.js,1530743400035,55169024,35463168,32010304,36246714
./Accumulator.js,1530743400131,55779328,37036032,32532512,36247310
./BlockWindowAverage.js,1530743400211,55050240,35463168,31905512,36247915
./KalmanFilter.js,1530743400494,54784000,36511744,31603352,36243124
../ETL/SenMLParse.js,1530743400505,54902784,35463168,31768416,36246640
./SimpleLinearRegression.js,1530743400615,54898688,35987456,31616272,36243158
../ETL/ETLSenMLSpout.js,1530743400833,55881728,36511744,32371136,36307361
./Plot.js,1530743400836,57270272,38084608,33677944,36243586
./DistinctApproxCount.js,1530743401025,55230464,35463168,32070216,36247315
./Accumulator.js,1530743401141,55013376,37036032,31762640,36241927
./BlockWindowAverage.js,1530743401228,55095296,35463168,31951080,36248516
./KalmanFilter.js,1530743401714,54853632,36511744,31672808,36244223
../ETL/SenMLParse.js,1530743401729,55005184,35463168,31869800,36248951
./SimpleLinearRegression.js,1530743401924,54968320,35987456,31683696,36244289
./Plot.js,1530743401947,57335808,38084608,33743528,36244469
../ETL/ETLSenMLSpout.js,1530743401947,55930880,36511744,32421504,36307462
./DistinctApproxCount.js,1530743402094,55287808,35463168,32128984,36247914
./Accumulator.js,1530743402194,55078912,37036032,31826096,36242228
./BlockWindowAverage.js,1530743402299,55140352,35463168,31994736,36249115
../ETL/SenMLParse.js,1530743402487,55042048,35463168,31907856,36249052
./KalmanFilter.js,1530743402493,54894592,36511744,31712760,36244324
./SimpleLinearRegression.js,1530743402607,55005184,35987456,31721752,36244390
./Plot.js,1530743402823,57372672,38084608,33782424,36244570
../ETL/ETLSenMLSpout.js,1530743402824,55984128,36511744,32472216,36307563
./DistinctApproxCount.js,1530743402968,55345152,35463168,32187912,36248518
./Accumulator.js,1530743403017,55123968,37036032,31874432,36242529
./BlockWindowAverage.js,1530743403128,55185408,35463168,32039392,36249719
./KalmanFilter.js,1530743403456,54947840,36511744,31766288,36244928
../ETL/SenMLParse.js,1530743403495,55107584,35463168,31977400,36250262
./SimpleLinearRegression.js,1530743403647,55058432,35987456,31774648,36245010
../ETL/ETLSenMLSpout.js,1530743403973,56033280,36511744,32524512,36307664
./Plot.js,1530743403981,57413632,38084608,33821360,36244671
./DistinctApproxCount.js,1530743404205,55406592,35463168,32248872,36249117
./Accumulator.js,1530743404209,55173120,37036032,31921496,36242830
./BlockWindowAverage.js,1530743404383,55234560,35463168,32084984,36250318
./KalmanFilter.js,1530743404546,55001088,36511744,31821272,36245527
../ETL/SenMLParse.js,1530743404549,55177216,35463168,32048120,36251467
./SimpleLinearRegression.js,1530743404663,55111680,35987456,31827480,36245625
./Plot.js,1530743404893,57450496,38084608,33860256,36244772
../ETL/ETLSenMLSpout.js,1530743404910,56086528,36511744,32576008,36307765
./DistinctApproxCount.js,1530743405156,55463936,35463168,32307544,36249716
./BlockWindowAverage.js,1530743405192,55279616,35463168,32130552,36250917
./Accumulator.js,1530743405198,55218176,37036032,31968392,36243131
./KalmanFilter.js,1530743405540,55058432,36511744,31874792,36246126
../ETL/SenMLParse.js,1530743405558,55246848,35463168,32117920,36252672
./SimpleLinearRegression.js,1530743405669,55164928,35987456,31880176,36246241
../ETL/ETLSenMLSpout.js,1530743405895,56135680,36511744,32627600,36307866
./Plot.js,1530743405929,57491456,38084608,33899192,36244873
./DistinctApproxCount.js,1530743406168,55525376,35463168,32367600,36250315
./Accumulator.js,1530743406271,55267328,37036032,32015240,36243432
./BlockWindowAverage.js,1530743406422,55324672,35463168,32176144,36251516
../ETL/SenMLParse.js,1530743407098,55222272,35463168,32249472,36254983
./KalmanFilter.js,1530743407130,55001088,36511744,31972936,36247225
./SimpleLinearRegression.js,1530743407177,55226368,35987456,31947944,36247373
./Plot.js,1530743407467,57389056,38084608,33965640,36245752
./Accumulator.js,1530743407537,55029760,37036032,32077904,36243733
../ETL/ETLSenMLSpout.js,1530743407582,56188928,36511744,32678056,36307967
./BlockWindowAverage.js,1530743407623,55169024,35463168,32219760,36252117
./DistinctApproxCount.js,1530743407633,55341056,35463168,32426520,36250916
../ETL/SenMLParse.js,1530743407736,55267328,35463168,32290880,36256188
./KalmanFilter.js,1530743407776,55029760,36511744,31998104,36247824
./SimpleLinearRegression.js,1530743407909,55271424,35987456,32002712,36247988
./DistinctApproxCount.js,1530743408188,54566912,35463168,31635824,36241927
../ETL/ETLSenMLSpout.js,1530743408189,56238080,36511744,32728416,36308068
./Plot.js,1530743408259,57458688,38084608,34006512,36245853
./Accumulator.js,1530743408283,55115776,37036032,32131488,36244107
./BlockWindowAverage.js,1530743408446,55246848,35463168,32272208,36252716
./KalmanFilter.js,1530743408571,55099392,36511744,32036168,36247925
../ETL/SenMLParse.js,1530743408599,55320576,35463168,32328936,36256289
./SimpleLinearRegression.js,1530743408793,55341056,35987456,32057544,36248605
../ETL/ETLSenMLSpout.js,1530743409104,56283136,36511744,32779152,36308169
./Plot.js,1530743409290,57499648,38084608,34047344,36245954
./DistinctApproxCount.js,1530743409433,54636544,35463168,31694744,36242529
./Accumulator.js,1530743409722,55156736,37036032,32178640,36244407
./BlockWindowAverage.js,1530743409838,55296000,35463168,32322448,36253816
../ETL/SenMLParse.js,1530743410027,55427072,35463168,32430120,36258601
./KalmanFilter.js,1530743410062,55164928,36511744,32105584,36249025
./SimpleLinearRegression.js,1530743410339,55398400,35987456,32110376,36249220
./Plot.js,1530743410420,57536512,38084608,34086280,36246055
./DistinctApproxCount.js,1530743410447,54693888,35463168,31753816,36243128
./Accumulator.js,1530743410506,55205888,37036032,32225488,36244708
./BlockWindowAverage.js,1530743410516,54546432,35463168,31569616,36241927
../ETL/ETLSenMLSpout.js,1530743410527,56336384,36511744,32831400,36308270
./KalmanFilter.js,1530743410738,55205888,36511744,32143640,36249126
../ETL/SenMLParse.js,1530743410739,54603776,35463168,31601000,36241927
./SimpleLinearRegression.js,1530743410869,55451648,35987456,32164056,36249838
./Plot.js,1530743411093,57606144,38084608,34152288,36246942
../ETL/ETLSenMLSpout.js,1530743411134,56406016,36511744,32881856,36308371
./DistinctApproxCount.js,1530743411180,54755328,35463168,31814384,36243730
./Accumulator.js,1530743411243,55267328,37036032,32287800,36245008
./BlockWindowAverage.js,1530743411553,54591488,35463168,31613280,36242529
./KalmanFilter.js,1530743411600,55259136,36511744,32197168,36249728
../ETL/SenMLParse.js,1530743411649,54677504,35463168,31672736,36243135
./SimpleLinearRegression.js,1530743411785,55488512,35987456,32202112,36249939
./Plot.js,1530743412435,56885248,38084608,33425192,36241926
../ETL/ETLSenMLSpout.js,1530743412454,56463360,36511744,32932416,36308472
./Accumulator.js,1530743412463,55316480,37036032,32336800,36245308
./DistinctApproxCount.js,1530743412493,54812672,35463168,31874432,36244331
./BlockWindowAverage.js,1530743412717,54632448,35463168,31656960,36243130
../ETL/SenMLParse.js,1530743412835,54779904,35463168,31775856,36245448
./KalmanFilter.js,1530743412875,55328768,36511744,32267608,36250829
./SimpleLinearRegression.js,1530743413018,55558144,35987456,32270864,36251073
./Plot.js,1530743413130,56926208,38084608,33464088,36242027
./DistinctApproxCount.js,1530743413287,54874112,35463168,31933304,36244932
../ETL/ETLSenMLSpout.js,1530743413289,56512512,36511744,32982920,36308573
./Accumulator.js,1530743413496,55365632,37036032,32385176,36245608
./BlockWindowAverage.js,1530743413568,54677504,35463168,31700624,36243731
./KalmanFilter.js,1530743413704,55365632,36511744,32305616,36250930
../ETL/SenMLParse.js,1530743413723,54820864,35463168,31815856,36245549
./SimpleLinearRegression.js,1530743413837,55611392,35987456,32324688,36251692
./Plot.js,1530743414038,56963072,38084608,33502976,36242128
../ETL/ETLSenMLSpout.js,1530743414047,56561664,36511744,33033240,36308674
./DistinctApproxCount.js,1530743414305,54931456,35463168,31992080,36245535
./Accumulator.js,1530743414342,55414784,37036032,32434000,36245909
./BlockWindowAverage.js,1530743414487,54726656,35463168,31744248,36244334
./KalmanFilter.js,1530743414752,55427072,36511744,32361272,36251533
../ETL/SenMLParse.js,1530743414756,54894592,35463168,31885816,36246758
./SimpleLinearRegression.js,1530743414913,55664640,35987456,32378608,36252310
./Plot.js,1530743415108,57004032,38084608,33541864,36242229
../ETL/ETLSenMLSpout.js,1530743415189,56610816,36511744,33083992,36308775
./DistinctApproxCount.js,1530743415268,54984704,35463168,32050984,36246136
./Accumulator.js,1530743415318,55459840,37036032,32480848,36246209
./BlockWindowAverage.js,1530743415623,54775808,35463168,31787872,36244935
../ETL/SenMLParse.js,1530743415687,54964224,35463168,31955320,36247965
./KalmanFilter.js,1530743415688,54722560,36511744,31597584,36241927
./SimpleLinearRegression.js,1530743415806,55402496,35987456,31589576,36241826
./Plot.js,1530743416049,57065472,38084608,33607440,36243105
../ETL/ETLSenMLSpout.js,1530743416133,56664064,36511744,33134312,36308876
./DistinctApproxCount.js,1530743416271,55050240,35463168,32110000,36246738
./Accumulator.js,1530743416305,55525376,37036032,32545176,36246510
./BlockWindowAverage.js,1530743416477,54820864,35463168,31831496,36245537
./KalmanFilter.js,1530743416718,54775808,36511744,31651488,36242529
../ETL/SenMLParse.js,1530743416725,55037952,35463168,32026056,36249173
./SimpleLinearRegression.js,1530743416823,54931456,35987456,31642368,36242443
./Plot.js,1530743417029,57110528,38084608,33648272,36243206
../ETL/ETLSenMLSpout.js,1530743417206,56713216,36511744,33184816,36308977
./Accumulator.js,1530743417306,55574528,37036032,32593272,36246811
./DistinctApproxCount.js,1530743417340,55107584,35463168,32168624,36247337
./BlockWindowAverage.js,1530743417531,54865920,35463168,31875104,36246136
../ETL/SenMLParse.js,1530743417769,55107584,35463168,32096880,36250378
./KalmanFilter.js,1530743417777,54833152,36511744,31706984,36243128
./SimpleLinearRegression.js,1530743417900,54996992,35987456,31710080,36243573
./Plot.js,1530743418109,57151488,38084608,33689096,36243307
../ETL/ETLSenMLSpout.js,1530743418116,56762368,36511744,33235384,36309078
./DistinctApproxCount.js,1530743418196,55164928,35463168,32227640,36247937
./Accumulator.js,1530743418365,55631872,37036032,32641648,36247112
./BlockWindowAverage.js,1530743418599,54910976,35463168,31918712,36246736
./KalmanFilter.js,1530743418686,54886400,36511744,31760648,36243728
../ETL/SenMLParse.js,1530743418726,55177216,35463168,32167560,36251584
./SimpleLinearRegression.js,1530743418843,55037952,35987456,31748096,36243674
./Plot.js,1530743419083,57192448,38084608,33729064,36243408
../ETL/ETLSenMLSpout.js,1530743419090,56815616,36511744,33287824,36309179
./DistinctApproxCount.js,1530743419237,55226368,35463168,32288496,36248536
./Accumulator.js,1530743419278,54865920,37036032,31873688,36241927
./BlockWindowAverage.js,1530743419588,54960128,35463168,31971512,36247335
./KalmanFilter.js,1530743419720,54939648,36511744,31814408,36244327
../ETL/SenMLParse.js,1530743419736,55246848,35463168,32238992,36252789
./SimpleLinearRegression.js,1530743419845,55087104,35987456,31800784,36244290
./Plot.js,1530743420102,57233408,38084608,33769896,36243509
../ETL/ETLSenMLSpout.js,1530743420118,56053760,36511744,32526536,36307462
./DistinctApproxCount.js,1530743420232,55287808,35463168,32348360,36249139
./Accumulator.js,1530743420364,54919168,37036032,31920536,36242228
./BlockWindowAverage.js,1530743420776,55005184,35463168,32017056,36247938
./KalmanFilter.js,1530743421031,55009280,36511744,31883584,36245428
../ETL/SenMLParse.js,1530743421064,55349248,35463168,32341416,36255102
./SimpleLinearRegression.js,1530743421238,55156736,35987456,31869488,36245423
../ETL/ETLSenMLSpout.js,1530743421370,56102912,36511744,32577288,36307563
./DistinctApproxCount.js,1530743421383,55345152,35463168,32407240,36249738
./Plot.js,1530743421384,57294848,38084608,33836504,36244362
./Accumulator.js,1530743421414,54980608,37036032,31984944,36242528
./BlockWindowAverage.js,1530743421698,55046144,35463168,32060648,36248537
../ETL/SenMLParse.js,1530743421778,55390208,35463168,32379424,36255203
./KalmanFilter.js,1530743421794,55062528,36511744,31921592,36245529
./SimpleLinearRegression.js,1530743421915,55209984,35987456,31922320,36246038
./Plot.js,1530743422073,57335808,38084608,33875392,36244463
../ETL/ETLSenMLSpout.js,1530743422079,56152064,36511744,32628640,36307664
./DistinctApproxCount.js,1530743422148,55406592,35463168,32467336,36250337
./Accumulator.js,1530743422232,55029760,37036032,32033224,36242829
